Date,Open,High,Low,Close,Adj Close,Volume
2009-05-29,7.675000190734863,8.337499618530273,7.46875,7.912499904632568,5.840635776519775,641392
2009-06-01,8.118749618530273,8.287500381469727,7.568749904632568,7.875,5.812955379486084,284000
2009-06-02,7.9375,7.9375,7.5,7.71875,5.697619438171387,100600
2009-06-03,7.875,8.050000190734863,7.693749904632568,7.712500095367432,5.6930060386657715,72344
2009-06-04,7.6875,8.0,7.506249904632568,7.599999904632568,5.609964847564697,227400
2009-06-05,7.862500190734863,7.875,7.512499809265137,7.543749809265137,5.56844425201416,90440
2009-06-08,7.587500095367432,7.587500095367432,7.137499809265137,7.162499904632568,5.287021160125732,87224
2009-06-09,7.068749904632568,7.243750095367432,6.96875,7.199999809265137,5.31470251083374,39568
2009-06-10,7.537499904632568,7.612500190734863,7.175000190734863,7.306250095367432,5.393130779266357,41648
2009-06-11,7.1875,7.300000190734863,7.125,7.181250095367432,5.300863265991211,18496
2009-06-12,7.393750190734863,7.393750190734863,6.912499904632568,7.006249904632568,5.171686172485352,18576
2009-06-15,7.0625,7.125,6.9375,6.962500095367432,5.1393914222717285,13064
2009-06-16,6.706250190734863,7.0625,6.706250190734863,6.893750190734863,5.088644027709961,30408
2009-06-17,6.637499809265137,7.368750095367432,6.637499809265137,6.918749809265137,5.1070966720581055,37896
2009-06-18,6.668749809265137,7.099999904632568,6.587500095367432,6.662499904632568,4.91794490814209,33144
2009-06-19,6.9375,6.987500190734863,6.40625,6.518750190734863,4.811836242675781,32560
2009-06-22,6.824999809265137,7.0,6.612500190734863,6.681250095367432,4.931787014007568,16528
2009-06-23,6.412499904632568,6.699999809265137,6.256249904632568,6.412499904632568,4.733406066894531,37880
2009-06-24,6.6875,7.0,6.525000095367432,6.612500190734863,4.881038188934326,47520
2009-06-25,6.625,6.668749809265137,6.525000095367432,6.568749904632568,4.848742961883545,9880
2009-06-26,7.112500190734863,7.112500190734863,6.568749904632568,6.643750190734863,4.904105186462402,10432
2009-06-29,6.537499904632568,6.78125,6.525000095367432,6.650000095367432,4.908718585968018,41768
2009-06-30,6.731249809265137,6.731249809265137,6.59375,6.65625,4.913332939147949,5600
2009-07-01,6.5625,6.737500190734863,6.425000190734863,6.625,4.890264987945557,12000
2009-07-02,6.5625,6.71875,6.5625,6.637499809265137,4.899491786956787,31160
2009-07-03,6.6875,6.6875,6.525000095367432,6.550000190734863,4.834904193878174,12424
2009-07-06,6.6875,6.8125,6.493750095367432,6.59375,4.867197513580322,22960
2009-07-07,6.5625,6.625,6.443749904632568,6.556250095367432,4.839517116546631,16392
2009-07-08,6.4375,6.4375,6.15625,6.199999809265137,4.576549530029297,56560
2009-07-09,6.193749904632568,6.324999809265137,6.168749809265137,6.262499809265137,4.622683525085449,19472
2009-07-10,6.206250190734863,6.59375,6.199999809265137,6.34375,4.682659149169922,50904
2009-07-13,5.875,6.425000190734863,5.875,6.362500190734863,4.696499824523926,32368
2009-07-14,6.4375,6.574999809265137,6.4375,6.5,4.797996997833252,41496
2009-07-15,6.5,6.693749904632568,6.324999809265137,6.625,4.890264987945557,29648
2009-07-16,6.668749809265137,6.962500095367432,6.668749809265137,6.793749809265137,5.014828681945801,71784
2009-07-17,6.78125,6.962500095367432,6.650000095367432,6.887499809265137,5.084030628204346,39200
2009-07-20,6.912499904632568,7.356249809265137,6.912499904632568,7.28125,5.374677658081055,155424
2009-07-21,7.375,7.456250190734863,7.131249904632568,7.400000095367432,5.4623332023620605,85640
2009-07-22,7.206250190734863,7.493750095367432,7.206250190734863,7.400000095367432,5.4623332023620605,214400
2009-07-23,7.0,7.0,6.762499809265137,6.887499809265137,5.355419635772705,79200
2009-07-24,6.8125,6.987500190734863,6.8125,6.900000095367432,5.365138053894043,53656
2009-07-27,6.775000095367432,6.881249904632568,6.525000095367432,6.762499809265137,5.258224010467529,30664
2009-07-28,6.84375,7.0,6.84375,6.893750190734863,5.3602800369262695,42696
2009-07-29,6.875,7.0,6.631249904632568,6.837500095367432,5.3165411949157715,43488
2009-07-30,6.724999904632568,6.8125,6.637499809265137,6.78125,5.27280330657959,40664
2009-07-31,7.099999904632568,7.612500190734863,7.0625,7.381249904632568,5.739337921142578,283840
2009-08-03,7.487500190734863,7.612500190734863,7.375,7.556250095367432,5.875411510467529,195616
2009-08-04,7.5,8.649999618530273,7.474999904632568,8.206250190734863,6.380821704864502,827696
2009-08-05,8.262499809265137,8.8125,8.25,8.512499809265137,6.618948459625244,492720
2009-08-06,8.850000381469727,8.862500190734863,8.199999809265137,8.318750381469727,6.468296527862549,390456
2009-08-07,8.262499809265137,8.368749618530273,7.837500095367432,7.96875,6.196152210235596,71136
2009-08-10,8.25,8.731249809265137,7.912499904632568,8.331250190734863,6.478016376495361,726744
2009-08-11,8.25,8.375,7.912499904632568,7.96875,6.196152210235596,125960
2009-08-12,8.0,8.175000190734863,7.800000190734863,7.925000190734863,6.16213321685791,63448
2009-08-13,8.012499809265137,8.543749809265137,8.012499809265137,8.231249809265137,6.4002604484558105,183704
2009-08-14,8.487500190734863,8.487500190734863,7.993750095367432,8.043749809265137,6.254469394683838,94120
2009-08-17,7.875,8.300000190734863,7.8125,7.931250095367432,6.166994571685791,108512
2009-08-18,7.875,8.0625,7.824999809265137,7.949999809265137,6.181572437286377,31352
2009-08-19,7.875,8.337499618530273,7.875,8.09375,6.293348789215088,87184
2009-08-20,8.350000381469727,8.381250381469727,7.887499809265137,8.100000381469727,6.298206806182861,97400
2009-08-21,8.34375,8.356249809265137,7.962500095367432,8.087499618530273,6.288487434387207,40600
2009-08-24,8.125,8.6875,8.125,8.543749809265137,6.643245220184326,203752
2009-08-25,8.543749809265137,9.625,8.46875,9.243749618530273,7.187537670135498,1000472
2009-08-26,9.375,9.375,9.0,9.074999809265137,7.05632209777832,222864
2009-08-27,9.125,9.75,8.71875,9.268750190734863,7.206977367401123,373976
2009-08-28,9.5,9.556249618530273,8.875,9.175000190734863,7.1340789794921875,138040
2009-08-31,9.125,9.306249618530273,8.8125,9.09375,7.0709028244018555,55760
2009-09-01,9.131250381469727,9.287500381469727,8.625,8.725000381469727,6.784178733825684,112912
2009-09-02,8.8125,8.856249809265137,8.462499618530273,8.574999809265137,6.66754674911499,65296
2009-09-03,8.75,8.956250190734863,8.725000381469727,8.756250381469727,6.808477878570557,61880
2009-09-04,8.774999618530273,8.875,8.5625,8.6875,6.755021095275879,22296
2009-09-07,8.875,9.087499618530273,8.75,8.875,6.900812149047852,58136
2009-09-08,9.0,9.087499618530273,8.6875,8.762499809265137,6.813337326049805,78064
2009-09-09,8.75,10.518750190734863,8.75,10.518750190734863,8.178921699523926,5635200
2009-09-10,10.90625,11.125,9.75,9.84375,7.654069423675537,3117096
2009-09-11,9.987500190734863,10.0,9.037500381469727,9.331250190734863,7.255572319030762,585432
2009-09-14,9.1875,10.850000381469727,9.125,10.331250190734863,8.033129692077637,2816032
2009-09-15,10.381250381469727,10.4375,9.875,10.018750190734863,7.790144443511963,930880
2009-09-16,10.037500381469727,10.506250381469727,9.962499618530273,10.024999618530273,7.795001029968262,750040
2009-09-17,10.25,11.600000381469727,9.9375,11.3125,8.79610824584961,6393272
2009-09-18,11.225000381469727,11.462499618530273,10.649999618530273,10.875,8.455924987792969,1889104
2009-09-22,10.875,11.612500190734863,10.737500190734863,11.324999809265137,8.805824279785156,1550400
2009-09-23,11.362500190734863,13.056249618530273,11.0625,12.375,9.622259140014648,13498280
2009-09-24,11.287500381469727,12.793749809265137,11.287500381469727,12.21875,9.500765800476074,3875704
2009-09-25,12.237500190734863,12.75,12.118749618530273,12.268750190734863,9.539644241333008,1302248
2009-09-29,12.5,12.737500190734863,12.143750190734863,12.368749618530273,9.617400169372559,1319232
